65,2173913043478;3572,21195652174;11904;12,5216387766878;168,708958453549;1587;13864;104;2
0;0;0;0,264967058149527;121,425451160126;802;13964;34;1
2,58620689655172;9,45258620689655;591;0,99179450588655;125,183232251159;1053;14015;67;1
50,5208333333333;2441,89583333333;10130;10,2640757349278;159,412413694925;3364;14049;50;1
10,3370786516854;122,38202247191;2692;2,33342906375646;130,877728317059;709;13928;40;1
29,9043062200957;731,849282296651;5885;7,83574122838232;149,926909116789;1202;14051;78;1
0,646551724137931;0,950431034482759;254;0,469121971712645;123,018624842459;905;14282;36;1
18,5446009389671;439,544600938967;4559;5,55273281556217;148,145677578573;3133;13777;75;1
0;0;0;0,293486041517538;122,10264853257;861;13970;32;1
63,9344262295082;3777,98087431694;12198;13,5447096544353;173,610901318133;2401;14035;66;2
0;0;0;0,224561403508772;122,538666666667;843;14250;35;1
0;0;0;0,364207669785046;122,995143897736;710;14003;34;1
83,1908831908832;5273,08547008547;13946;13,2735928311397;176,404018482218;3138;14284;72;2
0;0;0;0,312145289443814;121,836478433598;809;14096;37;1
0;0;0;0,128424657534247;121,557505707763;804;14016;38;1
0;0;0;0,298041441952881;121,752341754187;777;14092;37;1
0,431034482758621;0,821120689655172;231;0,300128626554238;121,654208946691;774;13994;46;1
0;0;0;0,217711917971768;121,546386684458;833;14239;35;1
0;0;0;0,165455722609884;121,723113445076;618;13901;38;1
7,38255033557047;56,5123042505593;1784;4,22999713220533;181,56201605965;3510;13948;136;2
