97,0930232558139;7004,875;14476;20,9329027628274;203,474058127018;1122;13935;106;2
96,7336683417085;3828,2135678392;7995;25,541438059486;219,615218019059;1162;13852;114;2
96,9529085872576;5155,57894736842;12696;16,6331513932778;181,20245619075;1038;13924;63;2
97,1279373368146;3913,94255874674;9728;21,0665522910859;198,886696690257;1104;13989;83;2
97,1181556195965;6134,51585014409;14126;19,2685947402929;206,553070590806;1352;13727;86;2
96,875;5406,21306818182;13481;17,0301291248207;194,282855093257;1256;13940;101;2
94,6236559139785;5811,91397849462;22333;39,8662831376817;339,812485423307;2349;12863;136;5
97,3134328358209;7179,42388059702;15599;13,3936779577116;174,478749734814;874;14141;68;2
95,9866220735786;4234,65551839465;19817;38,0542910133198;436,148794469735;2974;11862;240;7
93,2835820895522;2207,19402985075;10504;38,8995633187773;555,44384279476;4088;5725;2100;127
96,9529085872576;5114,31301939058;12541;22,4314694975642;217,120191958118;1523;13753;169;2
96,398891966759;5286,90027700831;12035;21,3668326985057;209,098520363317;1659;13652;112;2
96,8299711815562;6678,70893371758;14090;20,4866843729811;202,258201134161;1496;13931;108;2
96,398891966759;5431,04155124654;12528;20,1638760242252;196,006056287852;1232;14035;97;2
97,8378378378378;5722,10810810811;11600;23,1222174350136;218,873976734166;1563;13926;98;2
94,2528735632184;8395,58045977012;24154;53,4393856280856;670,008118486012;2987;9115;803;27
96,401028277635;4337,41902313625;9262;26,4442052386078;240,132543954072;1515;13935;131;3
96,524064171123;6582,94919786096;11077;19,3633011911514;195,755672149745;1213;14104;89;2
90,4347826086957;4099,01739130435;13484;48,6650053399786;732,712887148451;3426;5618;1999;117
96,8299711815562;5841,93948126801;14258;15,3193007491973;181,951480556547;838;14015;95;2
