90,9090909090909;2588,95454545455;7846;48,2295166709744;608,451796329801;3092;3869;4565;359
95,9183673469388;3621,10884353741;8938;37,5746440055122;355,202342673404;2468;8708;3415;196
90;1152,5;2671;32,9215358931553;273,678130217028;1142;2995;5153;470
84,2105263157895;769,710526315789;1743;35,4558610709117;279,08152436083;1355;2073;5760;544
93,6170212765958;2002,42553191489;5086;34,480122324159;275,34002293578;1476;5232;4267;345
75;544,791666666667;1702;39,8050365556458;414,958570268075;2696;1231;6017;578
93,4782608695652;2450,39130434783;7702;46,8980021030494;495,798983526113;2689;5706;3946;295
95,7142857142857;5498,59285714286;18576;46,9595302998532;580,132522541413;2862;9538;2343;112
93,4065934065934;2906,9010989011;9525;45,2605042016807;452,241512605042;2684;5950;3847;273
88;1255,96;3933;39,3338058114812;457,037207654146;2613;2822;5398;479
88;1897,1;6135;47,5436328377505;724,192954104719;3147;3094;4895;433
88,2352941176471;1648,60784313725;6283;44,8917456021651;635,495602165088;2975;2956;4926;423
93,0232558139535;3900,86046511628;12230;53,1197015937606;735,412343167175;2683;5898;3643;250
89,2857142857143;1281,25;3336;36,404931862427;284,829007138222;1821;3082;5459;481
97,3333333333333;8994,16888888889;28317;53,4762750570921;511,529053539711;2429;15764;223;12
92,7710843373494;3284,36144578313;10964;55,2393706059592;667,969702042183;3047;5974;3924;278
97,6;7924,812;25677;41,9863914460518;329,717250843387;2013;17489;197;7
97,3684210526316;5358,80701754386;13819;39,5210530489255;323,202125128856;1482;12611;1593;57
85,7142857142857;1813,78571428571;5658;48,5964912280702;614,738596491228;2718;2850;5088;449
96,7391304347826;4729,24456521739;13967;42,2519509476031;392,748392076151;2583;11661;2147;97
