93,4426229508197;14305,5409836066;34074;16,8015024559376;206,194235770009;4603;13844;80;2
93,3147632311978;14964,0529247911;34676;14,8658044778195;177,122653316646;1307;14382;59;2
93,8461538461538;12433,4076923077;32567;14,449740034662;174,814413633738;5244;13848;62;2
93,3147632311978;14834,5013927577;34428;17,8109452736318;221,349538024165;4866;14070;152;2
93,3139534883721;15507,6627906977;35014;18,5588574725909;205,016445470283;5249;13864;99;2
95;10277,7652173913;28361;14,6773393780548;214,665722178933;4309;14117;137;2
93,7823834196891;12766,4170984456;32879;15,8666283414774;175,229160678356;3451;13916;54;2
93,5309973045822;13775,5471698113;33568;13,4687141216992;189,29283869116;5107;13936;119;2
94,0149625935162;11858,4763092269;31819;14,0118732565625;188,207066733424;5193;13981;102;2
96,1783439490446;8266,57484076433;18326;4,47908584326726;117,9845524441;1545;14177;85;1
93,9546599496222;12122,6725440806;32254;16,4882697947214;196,893328445748;5358;13640;132;2
93,1232091690544;14645,0573065903;34979;18,3903040859279;210,681036359678;5348;13779;207;3
94,2558746736292;13938,5535248042;32891;13,6252681411347;247,410237443598;4660;13519;387;3
94,7368421052632;9265,97587719298;28405;8,80880174906552;148,504548980887;873;14179;63;1
93,8618925831202;12320,6982097187;32456;16,0653848923454;193,182256786923;4524;13887;176;2
93,5483870967742;16553,6187683284;35340;12,8719183904789;174,232360442052;1290;14116;46;2
93,2011331444759;15451,3966005666;34942;13,1443842745622;172,744918770659;753;14219;47;2
93,1232091690544;15485,3266475645;35064;17,9056813962124;211,548681767545;5059;13465;177;2
94,3589743589744;13202,1948717949;32471;16,6938352104327;227,492368109069;4835;13496;207;3
94,6135831381733;17440,0070257611;30101;21,8257679303647;259,390331630818;4438;13901;162;2
