Stop;Direction;From;To;PassIn;PassOut;BusIn;BusOut;BusInPercentage;BusOutPercentage;;24u_entry;24u_exit;7-9_entry;7-9_exit;16-18_entry;16-18_exit
Kromme Rijn;1;12;13;15,61581325;49,61589706;11,71428571;61,57142857;0,010977242;0,034880898;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;12;13;3,243026258;280,3509233;3,428571429;347,9047619;0,002279707;0,19709191;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;12;13;1,01566268;337,3343781;0,761904762;418,6190476;0,000713967;0,237152338;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;12;13;0;212,1242682;0;263,2380952;0;0,149127303;;0,375;161,0625;0;549;2,5;161
WKZ;1;12;13;0;212,1242682;0;263,2380952;0;0,149127303;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;12;13;0;212,1242682;0;263,2380952;0;0,149127303;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;13;14;1283,861257;0;436,8095238;0;0,902499016;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;13;14;74,45919422;111,3642214;25,33333333;76,0952381;0,052341598;0,078291118;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;13;14;45,34732881;45,15895843;15,42857143;30,85714286;0,031877214;0,031747587;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;13;14;11,47679311;22,16134069;3,904761905;15,14285714;0,00806769;0,015579834;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;13;14;3,000414768;234,1575621;1,952380952;160;0,002109162;0,164617118;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;13;14;1,679530634;219,7317837;0,571428571;150,1428571;0,001180638;0,154475528;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;13;14;0;263,2878778;0;179,9047619;0;0,185096272;;0,375;161,0625;0;549;2,5;161
WKZ;1;13;14;0;263,2878778;0;179,9047619;0;0,185096272;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;13;14;0;263,2878778;0;179,9047619;0;0,185096272;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;14;15;1262,12619;0;441,6666667;0;0,887220203;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;14;15;103,5555829;95,10443269;36,23809524;65,80952381;0,072795102;0,066860184;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;14;15;37,14937469;33,92654515;13;23,47619048;0,026114406;0,023850992;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;14;15;12,3831249;54,84676759;4,333333333;37,95238095;0,008704802;0,038558297;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;14;15;4,047642972;161,3747431;2,095238095;111,6666667;0,002845318;0,113449444;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;14;15;1,360782887;279,876793;0,476190476;193,6666667;0,000956572;0,196758587;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;14;15;0;265,7694061;0;183,9047619;0;0,186840832;;0,375;161,0625;0;549;2,5;161
WKZ;1;14;15;0;265,7694061;0;183,9047619;0;0,186840832;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;14;15;0;265,7694061;0;183,9047619;0;0,186840832;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;15;16;1198,224298;0;238,5714286;0;0,842299933;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;15;16;131,0632565;134,338098;26,0952381;66,19047619;0,092131809;0,09444218;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;15;16;37,78831123;51,70567083;7,523809524;25,47619048;0,026563551;0,036350048;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;15;16;42,81080826;14,88350153;8,523809524;7,333333333;0,030094149;0,010463378;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;15;16;5,845613456;133,2749907;2,142857143;65,66666667;0,004109214;0,093694796;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;15;16;1,913332195;155,7935352;0,380952381;76,76190476;0,00134499;0,109525751;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;15;16;0;310,8139013;0;153,1428571;0;0,218507949;;0,375;161,0625;0;549;2,5;161
WKZ;1;15;16;0;310,8139013;0;153,1428571;0;0,218507949;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;15;16;0;310,8139013;0;153,1428571;0;0,218507949;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;16;17;1147,916159;0;238,2380952;0;0,806935484;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;16;17;136,7495565;118,3308698;28,38095238;63,95238095;0,096129032;0,083188801;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;16;17;58,27917348;62,99819205;12,0952381;34,04761905;0,040967742;0,0442889;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;16;17;59,88529235;20,00082456;12,42857143;10,80952381;0,042096774;0,014060951;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;16;17;10,30643231;115,4232609;3,571428571;62,38095238;0,007244977;0,081144698;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;16;17;2,523901141;144,0588029;0,523809524;77,85714286;0,001774194;0,101276016;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;16;17;0;320,5418499;0;173,2380952;0;0,225346878;;0,375;161,0625;0;549;2,5;161
WKZ;1;16;17;0;320,5418499;0;173,2380952;0;0,225346878;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;16;17;0;320,5418499;0;173,2380952;0;0,225346878;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;17;18;1202,459182;0;197,7142857;0;0,845276873;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;17;18;117,0022903;184,926128;19,23809524;66,61904762;0,082247557;0,130006505;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;17;18;53,57778153;89,88546612;8,80952381;32,38095238;0,037662867;0,063191153;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;17;18;39,09730004;29,21277646;6,428571429;10,52380952;0,027483713;0,020537125;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;17;18;6,485847241;89,09235907;1,571428571;32,0952381;0,004559271;0,062633584;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;17;18;0,868828909;169,592725;0,142857143;61,0952381;0,000610749;0,119226838;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;17;18;0;286,5760152;0;103,2380952;0;0,201468265;;0,375;161,0625;0;549;2,5;161
WKZ;1;17;18;0;286,5760152;0;103,2380952;0;0,201468265;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;17;18;0;286,5760152;0;103,2380952;0;0,201468265;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;18;19;1234,196335;0;110,7619048;0;0,867586721;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;18;19;143,264407;363,6057606;12,85714286;47,0952381;0,100708691;0,255621608;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;18;19;30,7753171;158,824761;2,761904762;20,57142857;0,021633719;0,111656759;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;18;19;12,20400507;58,08868572;1,095238095;7,523809524;0,008578889;0,040837426;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;18;19;0,648831183;84,19182931;0,095238095;10,9047619;0,0004561;0,059188421;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;18;19;1,061217826;263,6049851;0,095238095;34,14285714;0,00074599;0,185319204;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;18;19;0;164,7071595;0;21,33333333;0;0,115792194;;0,375;161,0625;0;549;2,5;161
WKZ;1;18;19;0;164,7071595;0;21,33333333;0;0,115792194;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;18;19;0;164,7071595;0;21,33333333;0;0,115792194;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;19;20;1311,004056;0;81,14285714;0;0,921579232;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;19;20;84,63054355;553,7643066;5,238095238;44,38095238;0,059491617;0,3893066;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;19;20;21,54232015;147,9477601;1,333333333;11,85714286;0,015143321;0,104010025;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;19;20;3,846842869;57,634268;0,238095238;4,619047619;0,002704164;0,040517962;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;19;20;0;46,34508141;0;3,714285714;0;0,032581454;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;19;20;1,538737205;254,897948;0,095238095;20,42857143;0,001081666;0,179197995;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;19;20;0;120,6160453;0;9,666666667;0;0,084795322;;0,375;161,0625;0;549;2,5;161
WKZ;1;19;20;0;120,6160453;0;9,666666667;0;0,084795322;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;19;20;0;120,6160453;0;9,666666667;0;0,084795322;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;20;21;1239,180036;0;43,76190476;0;0,871090047;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;20;21;125,4012441;575,5711949;4,428571429;25,76190476;0,088151659;0,404637248;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;20;21;53,9360189;106,3902393;1,904761905;4,761904762;0,037914692;0,074794316;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;20;21;4,045201428;71,2814604;0,142857143;3,19047619;0,002843602;0,050112192;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;20;21;0;31,91707182;0;1,428571429;0;0,022438295;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;20;21;0;321,2985228;0;14,38095238;0;0,225878833;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;20;21;0;105,326337;0;4,714285714;0;0,074046373;;0,375;161,0625;0;549;2,5;161
WKZ;1;20;21;0;105,326337;0;4,714285714;0;0,074046373;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;20;21;0;105,326337;0;4,714285714;0;0,074046373;;0;0,9375;0;3,5;0;0,5
Centraal Station Centrumzijde;1;21;22;1269,461603;0;9,476190476;0;0,892376682;0;;1249,625;0;4061,5;0;1066;0
Vaartscherijn;1;21;22;102,0672645;667,074138;0,761904762;6,476190476;0,071748879;0,468965517;;146,0625;108,4375;478;147;161;147,5
Galgenwaard;1;21;22;38,27522422;132,4338362;0,285714286;1,285714286;0,02690583;0,093103448;;22,4375;80,5;90;152,5;13;114
Kromme Rijn;1;21;22;6,379204132;34,33469823;0,047619048;0,333333333;0,004484305;0,024137931;;2,9375;64,9375;12,5;116;2;146,5
Padualaan;1;21;22;6,379204132;19,61982752;0,047619048;0,19047619;0,004484305;0,013793103;;0,625;604,5;0;2275,5;4,5;359
Heidelberglaan;1;21;22;0;230,5329741;0;2,238095238;0;0,162068966;;0,5;361,8125;0;1265,5;3,5;250,5
UMC;1;21;22;0;112,8140086;0;1,095238095;0;0,079310345;;0,375;161,0625;0;549;2,5;161
WKZ;1;21;22;0;112,8140086;0;1,095238095;0;0,079310345;;0;40,25;0;133,5;0;73,5
P+R Uithof;1;21;22;0;112,8140086;0;1,095238095;0;0,079310345;;0;0,9375;0;3,5;0;0,5
