Trip;Date;Departure;CS Centrumzijde;Vaartscherijn;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;UMC;WKZ;P+R Uithof
R1261;21-9-2015;16:50;0;4;3;4;18;16;4,00;4,00;4,00
R1263;21-9-2015;16:54;0;3;0;1;4;3;0,33;0,33;0,33
R1265;21-9-2015;16:58;0;6;2;0;10;14;0,67;0,67;0,67
R1267;21-9-2015;17:03;0;6;3;0;6;4;0,67;0,67;0,67
R1269;21-9-2015;17:07;0;1;1;0;3;3;1,00;1,00;1,00
R1271;21-9-2015;17:11;0;3;0;3;1;4;0,00;0,00;0,00
R1273;21-9-2015;17:16;0;11;2;2;4;11;1,00;1,00;1,00
R1275;21-9-2015;17:20;0;8;2;0;0;5;0,33;0,33;0,33
R1277;21-9-2015;17:24;0;2;1;0;4;2;0,33;0,33;0,33
R1279;21-9-2015;17:29;0;9;2;1;4;5;1,00;1,00;1,00
R1283;21-9-2015;17:37;0;16;2;3;6;7;0,67;0,67;0,67
R1285;21-9-2015;17:42;0;5;0;0;0;2;0,33;0,33;0,33
R1287;21-9-2015;17:46;0;3;2;2;2;3;0,00;0,00;0,00
R1289;21-9-2015;17:51;0;6;1;0;3;1;0,67;0,67;0,67
R1291;21-9-2015;17:56;0;12;6;2;1;6;0,00;0,00;0,00
R1293;21-9-2015;18:01;0;9;5;0;0;7;1,00;1,00;1,00
R1295;21-9-2015;18:10;0;9;1;0;2;6;0,00;0,00;0,00
R1297;21-9-2015;18:24;0;4;3;1;1;2;0,00;0,00;0,00
R1299;21-9-2015;18:39;0;7;2;0;1;8;1,33;1,33;1,33
R1301;21-9-2015;18:50;0;12;2;0;0;6;0,67;0,67;0,67
R1303;21-9-2015;19:09;0;23;5;0;2;5;0,67;0,67;0,67
R1305;21-9-2015;19:24;0;8;7;2;1;6;0,00;0,00;0,00
R1307;21-9-2015;19:37;0;16;4;1;0;7;0,00;0,00;0,00
R1309;21-9-2015;19:52;0;6;0;0;0;6;0,00;0,00;0,00
R1311;21-9-2015;20:07;0;8;1;0;0;4;0,00;0,00;0,00
R1313;21-9-2015;20:22;0;6;0;2;0;4;0,00;0,00;0,00
R1315;21-9-2015;20:37;0;5;2;2;0;5;0,00;0,00;0,00
R1317;21-9-2015;20:52;0;5;0;0;0;6;0,00;0,00;0,00
R1319;21-9-2015;21:07;0;5;1;0;0;4;0,00;0,00;0,00
R1001;22-9-2015;6:10;0;1;0;0;0;0;1,33;1,33;1,33
R1003;22-9-2015;6:30;0;2;2;3;2;15;6,00;6,00;6,00
R1005;22-9-2015;6:42;0;6;16;3;3;9;4,33;4,33;4,33
R1007;22-9-2015;6:55;0;11;14;6;3;5;7,00;7,00;7,00
R1009;22-9-2015;7:05;0;7;7;0;3;2;3,67;3,67;3,67
R1011;22-9-2015;7:14;0;4;14;7;6;16;6,00;6,00;6,00
R1013;22-9-2015;7:21;0;8;8;0;2;17;4,00;4,00;4,00
R1015;22-9-2015;7:26;0;9;12;1;4;21;7,33;7,33;7,33
R1017;22-9-2015;7:31;0;0;0;0;0;0;0,67;0,67;0,67
R1019;22-9-2015;7:36;0;7;9;7;12;52;9,00;9,00;9,00
R1021;22-9-2015;7:40;0;1;4;2;5;7;3,00;3,00;3,00
R1023;22-9-2015;7:44;0;7;17;3;10;29;6,00;6,00;6,00
R1025;22-9-2015;7:48;0;11;16;2;22;27;7,00;7,00;7,00
R1027;22-9-2015;7:52;0;6;12;2;23;17;4,00;4,00;4,00
R1029;22-9-2015;7:57;0;48;30;4;78;47;12,33;12,33;12,33
R1031;22-9-2015;8:01;0;43;4;3;41;17;30,00;30,00;30,00
R1033;22-9-2015;8:05;0;48;7;9;67;53;7,00;7,00;7,00
R1035;22-9-2015;8:09;0;10;0;0;7;4;0,67;0,67;0,67
R1037;22-9-2015;8:14;0;22;2;6;61;110;10,00;10,00;10,00
R1039;22-9-2015;8:18;0;39;13;10;61;70;34,33;34,33;34,33
R1041;22-9-2015;8:22;0;38;12;19;134;240;12,67;12,67;12,67
R1043;22-9-2015;8:26;0;35;7;12;25;42;1,67;1,67;1,67
R1045;22-9-2015;8:30;0;1;0;1;5;5;1,33;1,33;1,33
R1047;22-9-2015;8:35;0;6;2;4;58;69;4,67;4,67;4,67
R1049;22-9-2015;8:39;0;41;12;6;59;67;38,00;38,00;38,00
R1051;22-9-2015;8:43;0;31;11;7;68;59;4,67;4,67;4,67
R1053;22-9-2015;8:47;0;32;10;3;83;90;35,00;35,00;35,00
R1055;22-9-2015;8:52;0;55;12;2;61;76;6,67;6,67;6,67
R1057;22-9-2015;8:56;0;25;12;3;23;13;2,33;2,33;2,33
R1059;22-9-2015;9:00;0;39;10;0;22;19;3,00;3,00;3,00
R1061;22-9-2015;9:05;0;46;4;4;26;33;4,67;4,67;4,67
R1063;22-9-2015;9:09;0;0;0;0;1;1;1,33;1,33;1,33
R1065;22-9-2015;9:14;0;34;7;0;23;24;1,00;1,00;1,00
R1067;22-9-2015;9:19;0;35;5;1;20;28;1,00;1,00;1,00
R1069;22-9-2015;9:24;0;0;1;0;0;1;0,00;0,00;0,00
R1071;22-9-2015;9:28;0;20;7;4;30;37;5,67;5,67;5,67
R1073;22-9-2015;9:33;0;48;6;4;43;53;3,00;3,00;3,00
R1075;22-9-2015;9:38;0;16;2;2;41;54;1,33;1,33;1,33
R1077;22-9-2015;9:43;0;24;4;2;44;47;1,67;1,67;1,67
R1079;22-9-2015;9:48;0;25;3;1;31;31;1,67;1,67;1,67
R1081;22-9-2015;9:52;0;0;0;0;3;3;0,00;0,00;0,00
R1083;22-9-2015;9:57;0;20;1;0;28;20;0,67;0,67;0,67
R1085;22-9-2015;10:02;0;56;2;2;67;28;3,00;3,00;3,00
R1087;22-9-2015;10:07;0;33;4;1;21;33;0,33;0,33;0,33
R1089;22-9-2015;10:11;0;21;3;6;44;27;3,33;3,33;3,33
R1091;22-9-2015;10:16;0;14;1;10;55;80;1,67;1,67;1,67
R1093;22-9-2015;10:21;0;3;5;12;28;56;2,00;2,00;2,00
R1095;22-9-2015;10:26;0;5;1;2;4;15;35,67;35,67;35,67
R1097;22-9-2015;10:31;0;19;5;12;73;120;3,33;3,33;3,33
R1099;22-9-2015;10:35;0;4;0;1;2;1;21,33;21,33;21,33
R1101;22-9-2015;10:40;0;14;1;11;55;76;1,00;1,00;1,00
R1103;22-9-2015;10:45;0;23;3;6;31;26;1,67;1,67;1,67
R1105;22-9-2015;10:50;0;20;0;1;29;18;0,00;0,00;0,00
R1107;22-9-2015;10:54;0;8;2;4;57;37;0,00;0,00;0,00
R1109;22-9-2015;10:59;0;1;0;0;0;2;0,00;0,00;0,00
R1111;22-9-2015;11:04;0;10;3;1;39;14;1,33;1,33;1,33
R1113;22-9-2015;11:09;0;14;0;1;19;12;1,00;1,00;1,00
R1115;22-9-2015;11:14;0;13;2;2;10;14;1,00;1,00;1,00
R1117;22-9-2015;11:18;0;5;1;0;13;19;1,33;1,33;1,33
R1119;22-9-2015;11:23;0;11;3;0;7;14;0,33;0,33;0,33
R1121;22-9-2015;11:28;0;14;1;1;2;6;0,33;0,33;0,33
R1123;22-9-2015;11:33;0;5;1;0;4;12;0,67;0,67;0,67
R1125;22-9-2015;11:37;0;10;4;4;40;39;1,00;1,00;1,00
R1127;22-9-2015;11:42;0;16;1;2;23;19;1,00;1,00;1,00
R1129;22-9-2015;11:47;0;23;2;1;23;31;2,00;2,00;2,00
R1131;22-9-2015;11:52;0;13;2;3;13;12;1,00;1,00;1,00
R1133;22-9-2015;11:57;0;8;5;2;24;20;1,33;1,33;1,33
R1135;22-9-2015;12:01;0;0;0;0;2;0;0,00;0,00;0,00
R1137;22-9-2015;12:06;0;5;2;0;25;17;0,33;0,33;0,33
R1139;22-9-2015;12:11;0;27;5;1;26;18;0,67;0,67;0,67
R1141;22-9-2015;12:16;0;0;0;0;1;3;0,00;0,00;0,00
R1143;22-9-2015;12:20;0;1;2;2;34;33;0,67;0,67;0,67
R1145;22-9-2015;12:25;0;8;1;9;50;68;1,33;1,33;1,33
R1147;22-9-2015;12:30;0;18;4;8;18;55;0,67;0,67;0,67
R1149;22-9-2015;12:35;0;10;1;5;30;59;0,67;0,67;0,67
R1151;22-9-2015;12:40;0;12;3;13;40;39;2,33;2,33;2,33
R1153;22-9-2015;12:44;0;0;0;0;1;3;0,67;0,67;0,67
R1155;22-9-2015;12:49;0;6;2;4;23;33;1,67;1,67;1,67
R1157;22-9-2015;12:54;0;31;6;9;29;28;2,00;2,00;2,00
R1159;22-9-2015;12:59;0;1;0;0;2;2;0,00;0,00;0,00
R1161;22-9-2015;13:03;0;8;2;3;37;40;0,67;0,67;0,67
R1163;22-9-2015;13:08;0;13;0;2;45;30;2,67;2,67;2,67
R1165;22-9-2015;13:13;0;14;25;1;22;18;2,33;2,33;2,33
R1167;22-9-2015;13:18;0;5;0;1;14;21;1,33;1,33;1,33
R1169;22-9-2015;13:23;0;1;6;0;15;17;1,67;1,67;1,67
R1171;22-9-2015;13:27;0;1;0;0;2;1;0,00;0,00;0,00
R1173;22-9-2015;13:32;0;4;1;0;2;1;0,00;0,00;0,00
R1175;22-9-2015;13:37;0;5;0;1;1;3;0,00;0,00;0,00
R1177;22-9-2015;13:42;0;9;2;1;15;19;1,67;1,67;1,67
R1179;22-9-2015;13:46;0;6;4;0;26;25;1,67;1,67;1,67
R1181;22-9-2015;13:51;0;9;1;3;15;16;0,67;0,67;0,67
R1183;22-9-2015;13:56;0;10;3;2;7;4;1,67;1,67;1,67
R1185;22-9-2015;14:01;0;5;0;0;0;2;0,33;0,33;0,33
R1187;22-9-2015;14:06;0;2;0;0;5;12;0,33;0,33;0,33
R1189;22-9-2015;14:10;0;0;0;0;0;0;0,00;0,00;0,00
R1191;22-9-2015;14:15;0;3;1;0;2;4;0,67;0,67;0,67
R1193;22-9-2015;14:20;0;8;2;7;10;10;1,67;1,67;1,67
R1195;22-9-2015;14:25;0;4;0;0;2;1;0,00;0,00;0,00
R1197;22-9-2015;14:29;0;15;0;7;19;26;0,67;0,67;0,67
R1199;22-9-2015;14:34;0;10;5;9;38;11;2,00;2,00;2,00
R1201;22-9-2015;14:39;0;4;5;3;11;47;0,67;0,67;0,67
R1203;22-9-2015;14:42;0;4;0;0;13;26;1,33;1,33;1,33
R1205;22-9-2015;14:48;0;9;1;10;32;42;3,00;3,00;3,00
R1207;22-9-2015;14:52;0;0;0;0;0;4;0,33;0,33;0,33
R1209;22-9-2015;14:57;0;5;1;2;10;13;0,33;0,33;0,33
R1211;22-9-2015;15:01;0;9;4;0;10;8;1,67;1,67;1,67
R1213;22-9-2015;15:06;0;0;0;0;0;5;0,00;0,00;0,00
R1215;22-9-2015;15:10;0;3;2;0;16;12;1,33;1,33;1,33
R1217;22-9-2015;15:14;0;6;1;0;11;9;0,33;0,33;0,33
R1219;22-9-2015;15:19;0;6;0;0;3;10;0,67;0,67;0,67
R1221;22-9-2015;15:23;0;1;0;1;3;5;0,00;0,00;0,00
R1223;22-9-2015;15:27;0;4;1;0;7;12;0,33;0,33;0,33
R1225;22-9-2015;15:32;0;1;0;0;0;0;0,00;0,00;0,00
R1227;22-9-2015;15:36;0;9;1;1;1;3;0,33;0,33;0,33
R1229;22-9-2015;15:40;0;6;1;0;8;9;0,33;0,33;0,33
R1231;22-9-2015;15:45;0;0;0;0;0;0;0,33;0,33;0,33
R1233;22-9-2015;15:49;0;4;0;0;5;7;1,00;1,00;1,00
R1235;22-9-2015;15:53;0;1;0;0;12;11;1,33;1,33;1,33
R1237;22-9-2015;15:58;0;7;2;0;0;7;0,33;0,33;0,33
R1239;22-9-2015;16:02;0;2;0;0;3;1;0,33;0,33;0,33
R1241;22-9-2015;16:06;0;5;1;0;4;4;0,33;0,33;0,33
R1243;22-9-2015;16:11;0;10;2;0;0;4;0,67;0,67;0,67
R1245;22-9-2015;16:15;0;5;0;1;2;3;0,67;0,67;0,67
R1247;22-9-2015;16:19;0;5;4;1;4;12;2,33;2,33;2,33
R1249;22-9-2015;16:24;0;10;2;0;8;3;1,33;1,33;1,33
R1251;22-9-2015;16:28;0;3;0;0;6;3;0,67;0,67;0,67
R1253;22-9-2015;16:32;0;0;0;1;3;2;0,67;0,67;0,67
R1255;22-9-2015;16:37;0;8;1;0;7;11;1,00;1,00;1,00
R1257;22-9-2015;16:41;0;4;0;0;13;6;0,33;0,33;0,33
R1259;22-9-2015;16:45;0;7;1;0;10;10;0,67;0,67;0,67
R1261;22-9-2015;16:50;0;4;2;0;19;12;1,67;1,67;1,67
R1263;22-9-2015;16:54;0;1;0;0;0;12;0,00;0,00;0,00
R1265;22-9-2015;16:58;0;4;1;3;6;16;0,33;0,33;0,33
R1267;22-9-2015;17:03;0;2;0;0;0;6;0,00;0,00;0,00
R1269;22-9-2015;17:07;0;2;0;0;13;26;0,33;0,33;0,33
R1271;22-9-2015;17:11;0;1;1;1;0;4;0,33;0,33;0,33
R1273;22-9-2015;17:16;0;6;3;1;2;9;0,67;0,67;0,67
R1275;22-9-2015;17:20;0;13;1;1;1;0;0,00;0,00;0,00
R1277;22-9-2015;17:24;0;7;5;3;7;10;0,00;0,00;0,00
R1279;22-9-2015;17:29;0;6;2;0;0;9;0,33;0,33;0,33
R1283;22-9-2015;17:37;0;12;1;0;0;1;0,00;0,00;0,00
R1285;22-9-2015;17:42;0;18;4;3;9;8;0,00;0,00;0,00
R1287;22-9-2015;17:46;0;17;4;3;4;8;0,33;0,33;0,33
R1289;22-9-2015;17:51;0;9;0;0;9;4;0,00;0,00;0,00
R1291;22-9-2015;17:56;0;8;8;0;8;14;1,00;1,00;1,00
R1293;22-9-2015;18:01;0;6;0;0;5;3;1,33;1,33;1,33
R1295;22-9-2015;18:10;0;2;0;0;7;5;1,00;1,00;1,00
R1297;22-9-2015;18:24;0;21;7;3;10;8;1,00;1,00;1,00
R1299;22-9-2015;18:39;0;8;0;1;1;15;1,33;1,33;1,33
R1301;22-9-2015;18:50;0;25;2;3;1;19;0,33;0,33;0,33
R1303;22-9-2015;19:09;0;30;3;1;1;16;0,00;0,00;0,00
R1305;22-9-2015;19:24;0;16;1;1;0;15;0,00;0,00;0,00
R1307;22-9-2015;19:37;0;9;1;0;1;4;1,00;1,00;1,00
R1309;22-9-2015;19:52;0;12;1;2;0;8;0,33;0,33;0,33
R1311;22-9-2015;20:07;0;17;3;2;0;3;0,00;0,00;0,00
R1313;22-9-2015;20:22;0;0;0;0;0;2;0,00;0,00;0,00
R1315;22-9-2015;20:37;0;0;0;0;0;0;0,00;0,00;0,00
R1317;22-9-2015;20:52;0;3;0;0;0;2;0,00;0,00;0,00
R1319;22-9-2015;21:07;0;0;0;0;0;2;0,00;0,00;0,00
R1001;23-9-2015;6:10;0;0;0;0;0;0;2,00;2,00;2,00
R1003;23-9-2015;6:30;0;1;0;2;1;11;7,67;7,67;7,67
R1005;23-9-2015;6:42;0;11;8;3;2;5;3,67;3,67;3,67
R1007;23-9-2015;6:55;0;11;11;1;4;3;5,67;5,67;5,67
R1009;23-9-2015;7:05;0;8;0;1;2;7;3,67;3,67;3,67
R1011;23-9-2015;7:14;0;7;13;1;0;20;3,67;3,67;3,67
R1013;23-9-2015;7:21;0;8;10;4;3;14;6,33;6,33;6,33
R1015;23-9-2015;7:26;0;2;4;3;7;42;2,67;2,67;2,67
R1017;23-9-2015;7:31;0;6;12;1;9;36;5,00;5,00;5,00
R1019;23-9-2015;7:36;0;7;6;1;4;29;1,33;1,33;1,33
R1021;23-9-2015;7:40;0;2;8;1;4;20;6,33;6,33;6,33
R1023;23-9-2015;7:44;0;12;17;4;11;47;7,33;7,33;7,33
R1025;23-9-2015;7:48;0;11;8;8;15;20;3,00;3,00;3,00
R1027;23-9-2015;7:52;0;17;8;1;39;39;3,67;3,67;3,67
R1029;23-9-2015;7:57;0;37;15;2;48;39;6,67;6,67;6,67
R1031;23-9-2015;8:01;0;16;11;1;45;25;6,00;6,00;6,00
R1033;23-9-2015;8:05;0;9;3;1;14;8;0,33;0,33;0,33
R1035;23-9-2015;8:09;0;31;10;4;45;30;3,67;3,67;3,67
R1037;23-9-2015;8:14;0;9;3;4;30;28;26,67;26,67;26,67
R1039;23-9-2015;8:18;0;48;7;6;64;84;31,33;31,33;31,33
R1041;23-9-2015;8:22;0;45;13;10;75;82;7,67;7,67;7,67
R1043;23-9-2015;8:26;0;21;12;4;55;66;68,67;68,67;68,67
R1045;23-9-2015;8:30;0;4;3;9;82;105;2,00;2,00;2,00
R1047;23-9-2015;8:35;0;48;17;13;98;94;39,00;39,00;39,00
R1049;23-9-2015;8:39;0;11;9;10;57;96;5,00;5,00;5,00
R1051;23-9-2015;8:43;0;25;5;1;23;26;2,33;2,33;2,33
R1053;23-9-2015;8:47;0;53;15;2;48;36;3,00;3,00;3,00
R1055;23-9-2015;8:52;0;33;8;2;26;25;2,67;2,67;2,67
R1057;23-9-2015;8:56;0;24;5;2;46;51;3,00;3,00;3,00
R1059;23-9-2015;9:00;0;29;9;1;42;29;1,67;1,67;1,67
R1061;23-9-2015;9:05;0;37;1;3;41;33;3,00;3,00;3,00
R1063;23-9-2015;9:09;0;0;0;0;0;1;0,33;0,33;0,33
R1065;23-9-2015;9:14;0;23;5;1;30;26;1,00;1,00;1,00
R1067;23-9-2015;9:19;0;11;8;2;30;43;3,00;3,00;3,00
R1069;23-9-2015;9:24;0;0;0;0;0;1;0,33;0,33;0,33
R1071;23-9-2015;9:28;0;13;10;2;28;37;3,67;3,67;3,67
R1073;23-9-2015;9:33;0;6;5;1;33;33;26,67;26,67;26,67
R1075;23-9-2015;9:38;0;31;8;1;66;56;4,67;4,67;4,67
R1077;23-9-2015;9:43;0;82;4;1;17;43;3,00;3,00;3,00
R1079;23-9-2015;9:48;0;22;2;0;18;17;0,67;0,67;0,67
R1081;23-9-2015;9:52;0;0;0;0;3;0;0,33;0,33;0,33
R1083;23-9-2015;9:57;0;46;3;0;82;31;3,00;3,00;3,00
R1085;23-9-2015;10:02;0;45;3;4;58;20;1,00;1,00;1,00
R1087;23-9-2015;10:07;0;18;2;4;34;33;3,00;3,00;3,00
R1089;23-9-2015;10:11;0;16;1;2;59;16;2,00;2,00;2,00
R1091;23-9-2015;10:16;0;0;0;1;2;2;0,67;0,67;0,67
R1093;23-9-2015;10:21;0;13;1;13;50;43;2,33;2,33;2,33
R1095;23-9-2015;10:26;0;20;8;10;70;102;2,33;2,33;2,33
R1097;23-9-2015;10:31;0;26;3;7;21;49;25,67;25,67;25,67
R1099;23-9-2015;10:35;0;6;3;6;25;34;1,67;1,67;1,67
R1101;23-9-2015;10:40;0;22;2;8;32;51;2,33;2,33;2,33
R1103;23-9-2015;10:45;0;26;0;7;30;28;1,33;1,33;1,33
R1105;23-9-2015;10:50;0;16;2;2;19;14;3,33;3,33;3,33
R1107;23-9-2015;10:54;0;6;3;0;34;32;0,67;0,67;0,67
R1109;23-9-2015;10:59;0;0;0;0;0;0;0,00;0,00;0,00
R1111;23-9-2015;11:04;0;7;3;2;14;17;1,00;1,00;1,00
R1113;23-9-2015;11:09;0;15;0;1;32;32;1,00;1,00;1,00
R1115;23-9-2015;11:14;0;6;1;1;16;23;1,00;1,00;1,00
R1117;23-9-2015;11:18;0;0;0;0;0;1;0,33;0,33;0,33
R1119;23-9-2015;11:23;0;23;1;9;44;58;2,00;2,00;2,00
R1121;23-9-2015;11:28;0;2;0;0;15;25;0,67;0,67;0,67
R1123;23-9-2015;11:33;0;13;4;2;21;27;1,33;1,33;1,33
R1125;23-9-2015;11:37;0;2;0;0;8;17;1,67;1,67;1,67
R1127;23-9-2015;11:42;0;0;0;0;1;2;0,00;0,00;0,00
R1129;23-9-2015;11:47;0;8;1;0;20;10;0,00;0,00;0,00
R1131;23-9-2015;11:52;0;18;3;0;41;24;2,33;2,33;2,33
R1133;23-9-2015;11:57;0;19;1;2;18;10;1,00;1,00;1,00
R1135;23-9-2015;12:01;0;0;0;0;0;0;0,00;0,00;0,00
R1137;23-9-2015;12:06;0;25;4;5;42;51;2,00;2,00;2,00
R1139;23-9-2015;12:11;0;14;4;4;20;28;0,33;0,33;0,33
R1141;23-9-2015;12:16;0;5;1;2;12;24;1,33;1,33;1,33
R1143;23-9-2015;12:20;0;12;1;3;14;16;0,33;0,33;0,33
R1145;23-9-2015;12:25;0;4;1;1;8;7;0,67;0,67;0,67
R1147;23-9-2015;12:30;0;8;1;5;28;34;0,67;0,67;0,67
R1149;23-9-2015;12:35;0;14;3;23;64;96;3,67;3,67;3,67
R1151;23-9-2015;12:40;0;7;0;8;26;29;1,33;1,33;1,33
R1153;23-9-2015;12:44;0;0;1;1;3;4;0,33;0,33;0,33
R1155;23-9-2015;12:49;0;22;2;9;61;77;2,33;2,33;2,33
R1157;23-9-2015;12:54;0;3;0;4;9;21;1,00;1,00;1,00
R1159;23-9-2015;12:59;0;5;0;2;5;11;0,00;0,00;0,00
R1161;23-9-2015;13:03;0;9;0;0;18;14;0,67;0,67;0,67
R1163;23-9-2015;13:08;0;2;1;1;16;9;1,67;1,67;1,67
R1165;23-9-2015;13:13;0;6;2;5;27;15;2,67;2,67;2,67
R1167;23-9-2015;13:18;0;7;4;3;19;19;2,00;2,00;2,00
R1169;23-9-2015;13:23;0;1;0;0;5;11;0,33;0,33;0,33
R1171;23-9-2015;13:27;0;5;0;1;13;12;1,33;1,33;1,33
R1173;23-9-2015;13:32;0;18;8;4;21;22;2,33;2,33;2,33
R1175;23-9-2015;13:37;0;8;4;0;3;5;1,00;1,00;1,00
R1177;23-9-2015;13:42;0;1;3;0;1;0;0,00;0,00;0,00
R1179;23-9-2015;13:46;0;4;1;2;11;7;1,00;1,00;1,00
R1181;23-9-2015;13:51;0;1;3;1;5;4;0,00;0,00;0,00
R1183;23-9-2015;13:56;0;9;0;1;8;3;1,67;1,67;1,67
R1185;23-9-2015;14:01;0;13;4;1;7;12;1,67;1,67;1,67
R1187;23-9-2015;14:06;0;5;2;1;14;8;1,00;1,00;1,00
R1189;23-9-2015;14:10;0;0;0;0;1;1;0,00;0,00;0,00
R1191;23-9-2015;14:15;0;13;1;1;14;26;3,33;3,33;3,33
R1193;23-9-2015;14:20;0;4;0;0;5;5;1,33;1,33;1,33
R1195;23-9-2015;14:25;0;1;0;1;1;4;0,00;0,00;0,00
R1197;23-9-2015;14:29;0;3;1;0;4;7;1,00;1,00;1,00
R1199;23-9-2015;14:34;0;1;3;1;4;6;0,00;0,00;0,00
R1201;23-9-2015;14:39;0;10;2;5;8;20;1,00;1,00;1,00
R1203;23-9-2015;14:42;0;11;0;6;11;22;0,33;0,33;0,33
R1205;23-9-2015;14:48;0;4;1;6;9;11;2,00;2,00;2,00
R1207;23-9-2015;14:52;0;1;2;0;0;3;0,33;0,33;0,33
R1209;23-9-2015;14:57;0;13;1;5;10;17;1,00;1,00;1,00
R1211;23-9-2015;15:01;0;2;1;0;1;4;0,67;0,67;0,67
R1213;23-9-2015;15:06;0;6;4;0;4;6;0,00;0,00;0,00
R1215;23-9-2015;15:10;0;4;0;0;1;1;0,00;0,00;0,00
R1217;23-9-2015;15:14;0;0;0;0;1;0;0,00;0,00;0,00
R1219;23-9-2015;15:19;0;6;4;2;7;11;0,67;0,67;0,67
R1221;23-9-2015;15:23;0;4;4;1;11;5;0,00;0,00;0,00
R1223;23-9-2015;15:27;0;4;0;0;6;2;1,00;1,00;1,00
R1225;23-9-2015;15:32;0;1;0;0;1;0;0,33;0,33;0,33
R1227;23-9-2015;15:36;0;8;0;1;13;12;1,00;1,00;1,00
R1229;23-9-2015;15:40;0;4;2;0;4;4;0,67;0,67;0,67
R1231;23-9-2015;15:45;0;0;0;0;1;2;0,00;0,00;0,00
R1233;23-9-2015;15:49;0;6;1;0;1;3;0,67;0,67;0,67
R1235;23-9-2015;15:53;0;4;2;0;3;3;0,33;0,33;0,33
R1237;23-9-2015;15:58;0;3;2;0;0;2;1,00;1,00;1,00
R1239;23-9-2015;16:02;0;8;0;1;6;2;1,67;1,67;1,67
R1241;23-9-2015;16:06;0;2;1;0;4;1;1,33;1,33;1,33
R1243;23-9-2015;16:11;0;0;1;1;0;2;0,00;0,00;0,00
R1245;23-9-2015;16:15;0;2;0;0;2;3;0,67;0,67;0,67
R1247;23-9-2015;16:19;0;2;0;0;0;1;0,00;0,00;0,00
R1249;23-9-2015;16:24;0;14;0;1;7;13;2,33;2,33;2,33
R1251;23-9-2015;16:28;0;6;6;0;10;6;0,67;0,67;0,67
R1253;23-9-2015;16:32;0;0;0;0;0;2;0,33;0,33;0,33
R1255;23-9-2015;16:37;0;3;0;0;1;2;0,67;0,67;0,67
R1257;23-9-2015;16:41;0;18;3;0;9;7;0,33;0,33;0,33
R1259;23-9-2015;16:45;0;12;7;3;8;7;0,67;0,67;0,67
R1261;23-9-2015;16:50;0;0;0;0;3;1;0,33;0,33;0,33
R1263;23-9-2015;16:54;0;8;3;0;7;1;1,00;1,00;1,00
R1265;23-9-2015;16:58;0;5;0;0;3;3;0,67;0,67;0,67
R1267;23-9-2015;17:03;0;6;5;3;5;6;1,67;1,67;1,67
R1271;23-9-2015;17:11;0;0;0;0;1;2;0,00;0,00;0,00
R1273;23-9-2015;17:16;0;9;1;0;2;3;0,67;0,67;0,67
R1275;23-9-2015;17:20;0;10;0;0;2;10;0,67;0,67;0,67
R1277;23-9-2015;17:24;0;4;2;0;2;4;0,33;0,33;0,33
R1279;23-9-2015;17:29;0;5;3;1;2;9;0,67;0,67;0,67
R1281;23-9-2015;17:33;0;3;2;0;2;4;0,33;0,33;0,33
R1283;23-9-2015;17:37;0;5;3;1;0;7;0,00;0,00;0,00
R1285;23-9-2015;17:42;0;14;7;3;6;12;1,00;1,00;1,00
R1287;23-9-2015;17:46;0;4;0;0;0;1;0,33;0,33;0,33
R1289;23-9-2015;17:51;0;0;0;0;1;2;0,00;0,00;0,00
R1291;23-9-2015;17:56;0;11;2;1;5;9;0,00;0,00;0,00
R1293;23-9-2015;18:01;0;31;4;3;5;18;0,67;0,67;0,67
R1295;23-9-2015;18:10;0;0;0;0;1;1;0,33;0,33;0,33
R1297;23-9-2015;18:24;0;18;5;0;4;20;0,67;0,67;0,67
R1299;23-9-2015;18:39;0;5;2;3;4;20;0,33;0,33;0,33
R1301;23-9-2015;18:50;0;22;4;2;3;9;0,33;0,33;0,33
R1303;23-9-2015;19:09;0;9;5;0;2;7;0,00;0,00;0,00
R1305;23-9-2015;19:24;0;13;0;1;4;4;0,00;0,00;0,00
R1307;23-9-2015;19:37;0;12;1;4;0;5;1,00;1,00;1,00
R1309;23-9-2015;19:52;0;13;2;1;0;6;0,00;0,00;0,00
R1311;23-9-2015;20:07;0;7;1;0;2;1;0,00;0,00;0,00
R1313;23-9-2015;20:22;0;6;2;1;0;4;0,00;0,00;0,00
R1315;23-9-2015;20:37;0;8;1;4;0;2;0,33;0,33;0,33
R1317;23-9-2015;20:52;0;6;1;0;0;3;0,00;0,00;0,00
R1319;23-9-2015;21:07;0;7;1;1;1;0;0,00;0,00;0,00
R1001;24-9-2015;6:10;0;1;1;1;0;0;1,00;1,00;1,00
R1003;24-9-2015;6:30;0;4;7;1;2;11;8,33;8,33;8,33
R1005;24-9-2015;6:42;0;11;20;5;4;4;2,00;2,00;2,00
R1007;24-9-2015;6:55;0;13;11;4;4;5;5,67;5,67;5,67
R1009;24-9-2015;7:05;0;6;4;0;1;1;5,00;5,00;5,00
R1011;24-9-2015;7:14;0;2;14;5;2;17;5,67;5,67;5,67
R1013;24-9-2015;7:21;0;7;13;0;8;25;5,33;5,33;5,33
R1015;24-9-2015;7:26;0;0;4;2;7;46;6,00;6,00;6,00
R1017;24-9-2015;7:31;0;11;22;5;21;74;8,33;8,33;8,33
