Trip;Date;Departure;CS Centrumzijde;Bleekstraat;Sterrenwijk;Rubenslaan;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU
R1199;21-9-2015;14:34;53;0;3;0;3;1;0;0;0
R1201;21-9-2015;14:39;63;2;0;1;0;0;0;0;0
R1203;21-9-2015;14:42;70;1;0;0;1;0;0;0;0
R1205;21-9-2015;14:48;44;3;0;1;0;0;0;0;0
R1207;21-9-2015;14:52;58;3;3;3;0;0;0;0;0
R1209;21-9-2015;14:57;49;3;2;0;1;0;0;1;0
R1211;21-9-2015;15:01;19;3;0;0;0;0;0;0;0
R1213;21-9-2015;15:06;23;1;1;1;2;3;1;0;0
R1215;21-9-2015;15:10;21;0;1;0;0;1;0;0;0
R1217;21-9-2015;15:14;17;2;0;0;0;0;0;0;0
R1219;21-9-2015;15:19;20;2;0;0;0;0;0;0;0
R1221;21-9-2015;15:23;0;0;0;0;0;0;0;0;0
R1223;21-9-2015;15:27;24;0;0;0;0;0;0;0;0
R1225;21-9-2015;15:32;17;0;0;0;0;0;0;0;0
R1227;21-9-2015;15:36;13;1;0;1;0;0;1;0;0
R1229;21-9-2015;15:40;10;0;0;1;0;0;0;0;0
R1231;21-9-2015;15:45;23;0;0;1;1;0;0;0;0
R1233;21-9-2015;15:49;8;0;0;1;2;0;0;0;0
R1235;21-9-2015;15:53;7;0;0;0;0;1;0;0;0
R1237;21-9-2015;15:58;20;3;0;0;0;0;0;0;0
R1239;21-9-2015;16:02;5;0;0;0;1;1;0;0;0
R1241;21-9-2015;16:06;0;0;0;0;0;0;0;0;0
R1243;21-9-2015;16:11;29;2;0;0;0;0;0;0;0
R1245;21-9-2015;16:15;13;2;1;0;0;0;0;0;0
R1247;21-9-2015;16:19;9;0;0;0;3;0;0;0;0
R1249;21-9-2015;16:24;14;0;3;4;2;2;0;0;0
R1251;21-9-2015;16:28;39;2;1;0;1;1;0;0;0
R1253;21-9-2015;16:32;22;3;0;1;2;0;0;0;0
R1255;21-9-2015;16:37;30;1;0;1;2;0;0;0;0
R1257;21-9-2015;16:41;16;2;1;3;0;0;0;0;0
R1259;21-9-2015;16:45;24;0;0;0;1;0;0;0;0
R1261;21-9-2015;16:50;37;3;0;3;2;3;9;0;0
R1263;21-9-2015;16:54;8;0;3;0;0;0;1;0;0
R1265;21-9-2015;16:58;22;4;1;2;2;2;1;0;0
R1267;21-9-2015;17:03;19;2;0;0;0;0;0;0;0
R1269;21-9-2015;17:07;8;1;0;1;1;0;0;0;0
R1271;21-9-2015;17:11;8;0;0;0;1;0;2;0;0
R1273;21-9-2015;17:16;26;2;1;2;0;2;0;0;0
R1275;21-9-2015;17:20;13;1;1;0;1;0;0;0;0
R1277;21-9-2015;17:24;6;3;0;0;0;1;0;0;0
R1279;21-9-2015;17:29;23;1;0;0;0;0;0;0;0
R1283;21-9-2015;17:37;31;1;0;1;3;0;0;0;0
R1285;21-9-2015;17:42;8;0;0;0;0;0;0;0;0
R1287;21-9-2015;17:46;11;0;1;0;0;0;0;0;0
R1289;21-9-2015;17:51;10;1;1;1;0;0;0;0;0
R1291;21-9-2015;17:56;27;0;0;0;0;0;0;0;0
R1293;21-9-2015;18:01;19;1;1;1;2;0;0;0;0
R1295;21-9-2015;18:10;16;0;0;0;2;0;0;0;0
R1297;21-9-2015;18:24;8;0;2;0;1;0;0;0;0
R1299;21-9-2015;18:39;21;0;0;1;0;0;0;0;0
R1301;21-9-2015;18:50;19;0;2;1;0;0;0;0;0
R1303;21-9-2015;19:09;34;2;0;1;0;0;0;0;0
R1305;21-9-2015;19:24;20;0;0;3;1;0;0;0;0
R1307;21-9-2015;19:37;27;1;0;0;0;0;0;0;0
R1309;21-9-2015;19:52;12;0;0;0;0;0;0;0;0
R1311;21-9-2015;20:07;13;0;0;0;0;0;0;0;0
R1313;21-9-2015;20:22;12;0;0;0;0;0;0;0;0
R1315;21-9-2015;20:37;13;0;0;1;0;0;0;0;0
R1317;21-9-2015;20:52;9;0;0;1;1;0;0;0;0
R1319;21-9-2015;21:07;8;1;0;0;1;0;0;0;0
R1001;22-9-2015;6:10;5;0;0;0;0;0;0;0;0
R1003;22-9-2015;6:30;37;0;2;2;1;0;0;0;0
R1005;22-9-2015;6:42;0;47;0;0;3;0;0;0;0
R1007;22-9-2015;6:55;52;2;1;4;1;0;0;0;0
R1009;22-9-2015;7:05;27;1;0;1;1;0;0;0;0
R1011;22-9-2015;7:14;64;0;0;1;0;0;0;0;0
R1013;22-9-2015;7:21;44;3;0;0;0;0;0;0;0
R1015;22-9-2015;7:26;0;68;0;0;1;0;0;0;0
R1017;22-9-2015;7:31;0;0;1;0;1;0;0;0;0
R1019;22-9-2015;7:36;99;3;2;4;6;0;0;0;0
R1021;22-9-2015;7:40;0;26;1;1;0;0;0;0;0
R1023;22-9-2015;7:44;81;3;0;0;0;0;0;0;0
R1025;22-9-2015;7:48;0;95;0;1;3;0;0;0;0
R1027;22-9-2015;7:52;72;0;0;0;0;0;0;0;0
R1029;22-9-2015;7:57;224;16;1;1;2;0;0;0;0
R1031;22-9-2015;8:01;107;91;0;0;0;0;0;0;0
R1033;22-9-2015;8:05;198;2;2;2;1;0;0;0;0
R1035;22-9-2015;8:09;22;0;0;1;0;0;0;0;0
R1037;22-9-2015;8:14;225;1;0;4;1;0;0;0;0
R1039;22-9-2015;8:18;286;4;0;1;4;0;1;0;0
R1041;22-9-2015;8:22;458;3;8;9;3;0;0;0;0
R1043;22-9-2015;8:26;122;1;1;0;2;0;0;0;0
R1045;22-9-2015;8:30;1;6;1;3;4;0;0;1;0
R1047;22-9-2015;8:35;142;1;0;1;7;1;0;1;0
R1049;22-9-2015;8:39;286;12;0;1;0;0;0;0;0
R1051;22-9-2015;8:43;181;0;4;4;1;0;0;0;0
R1053;22-9-2015;8:47;317;3;1;1;0;0;1;0;0
R1055;22-9-2015;8:52;214;9;1;0;0;1;0;1;0
R1057;22-9-2015;8:56;72;2;0;1;7;1;0;0;0
R1059;22-9-2015;9:00;96;0;3;0;0;0;0;0;0
R1061;22-9-2015;9:05;121;2;1;1;1;1;0;0;0
R1063;22-9-2015;9:09;0;0;1;5;0;0;0;0;0
R1065;22-9-2015;9:14;88;3;0;0;0;0;0;0;0
R1067;22-9-2015;9:19;87;2;0;3;0;0;0;0;0
R1069;22-9-2015;9:24;0;0;1;1;0;0;0;0;0
R1071;22-9-2015;9:28;112;0;0;1;2;0;0;0;0
R1073;22-9-2015;9:33;157;3;1;1;0;1;0;0;0
R1075;22-9-2015;9:38;114;2;0;2;1;0;0;0;0
R1077;22-9-2015;9:43;123;2;1;0;0;0;0;0;0
R1079;22-9-2015;9:48;88;1;1;4;2;0;0;0;0
R1081;22-9-2015;9:52;0;1;0;2;1;0;2;0;0
R1083;22-9-2015;9:57;70;0;0;1;0;0;0;0;0
R1085;22-9-2015;10:02;158;5;0;1;0;0;0;0;0
R1087;22-9-2015;10:07;91;0;1;1;0;0;0;0;0
R1089;22-9-2015;10:11;101;4;2;2;1;1;0;0;0
R1091;22-9-2015;10:16;159;3;2;1;0;0;0;0;0
R1093;22-9-2015;10:21;91;1;0;0;17;1;0;0;0
R1095;22-9-2015;10:26;130;4;0;0;0;0;0;0;0
R1097;22-9-2015;10:31;229;1;2;4;2;1;0;0;0
R1099;22-9-2015;10:35;66;3;0;1;0;1;0;1;0
R1101;22-9-2015;10:40;149;4;1;0;6;0;0;0;0
R1103;22-9-2015;10:45;86;6;1;1;0;0;0;0;0
R1105;22-9-2015;10:50;61;0;3;0;2;2;0;0;0
R1107;22-9-2015;10:54;107;1;0;0;0;0;0;0;0
R1109;22-9-2015;10:59;0;2;0;0;0;1;0;0;0
R1111;22-9-2015;11:04;60;2;2;0;6;0;1;0;0
R1113;22-9-2015;11:09;45;4;0;0;0;0;0;0;0
R1115;22-9-2015;11:14;35;4;0;1;0;1;0;3;0
R1117;22-9-2015;11:18;35;0;2;1;2;0;2;0;0
R1119;22-9-2015;11:23;36;0;0;0;0;0;0;0;0
R1121;22-9-2015;11:28;25;0;0;0;0;0;0;0;0
R1123;22-9-2015;11:33;20;0;1;0;3;0;0;0;0
R1125;22-9-2015;11:37;94;0;0;0;6;0;0;0;0
R1127;22-9-2015;11:42;55;3;1;5;0;0;0;0;0
R1129;22-9-2015;11:47;85;0;0;0;0;1;0;0;0
R1131;22-9-2015;11:52;39;4;3;0;0;0;0;0;0
R1133;22-9-2015;11:57;53;2;2;4;2;0;0;0;0
R1135;22-9-2015;12:01;0;0;0;1;0;1;0;0;0
R1137;22-9-2015;12:06;46;2;0;0;1;1;0;0;0
R1139;22-9-2015;12:11;78;0;0;1;0;0;0;0;0
R1141;22-9-2015;12:16;0;0;0;2;0;0;2;0;0
R1143;22-9-2015;12:20;73;0;0;0;1;0;0;0;0
R1145;22-9-2015;12:25;137;0;0;1;1;1;0;0;0
R1147;22-9-2015;12:30;102;1;1;1;0;0;0;0;0
R1149;22-9-2015;12:35;104;2;1;0;0;0;0;0;0
R1151;22-9-2015;12:40;100;1;2;2;4;4;1;0;0
R1153;22-9-2015;12:44;1;0;2;1;1;0;1;0;0
R1155;22-9-2015;12:49;67;0;1;0;0;5;0;0;0
R1157;22-9-2015;12:54;101;2;0;0;6;0;0;0;0
R1159;22-9-2015;12:59;1;0;2;1;0;1;0;0;0
R1161;22-9-2015;13:03;85;0;2;0;2;3;0;0;0
R1163;22-9-2015;13:08;92;0;1;2;2;1;0;0;0
R1165;22-9-2015;13:13;80;1;3;3;0;0;0;0;0
R1167;22-9-2015;13:18;42;2;1;0;0;0;0;0;0
R1169;22-9-2015;13:23;37;2;0;1;1;2;1;0;0
R1171;22-9-2015;13:27;1;0;1;1;0;1;0;0;0
R1173;22-9-2015;13:32;5;1;1;0;1;0;0;0;0
R1175;22-9-2015;13:37;5;3;0;0;2;0;0;0;0
R1177;22-9-2015;13:42;45;2;0;0;3;1;0;0;0
R1179;22-9-2015;13:46;64;1;1;0;0;0;0;0;0
R1181;22-9-2015;13:51;41;2;0;1;2;0;0;0;0
R1183;22-9-2015;13:56;30;0;0;0;1;0;0;0;0
R1185;22-9-2015;14:01;5;3;0;0;0;0;0;0;0
R1187;22-9-2015;14:06;17;0;2;0;0;1;0;0;0
R1189;22-9-2015;14:10;0;0;0;0;0;0;0;0;0
R1191;22-9-2015;14:15;12;0;0;0;0;0;0;0;0
R1193;22-9-2015;14:20;36;1;0;0;5;0;0;0;0
R1195;22-9-2015;14:25;4;0;2;0;1;0;0;0;0
R1197;22-9-2015;14:29;68;0;0;1;0;0;0;0;0
R1199;22-9-2015;14:34;67;4;0;2;5;0;1;0;0
R1201;22-9-2015;14:39;62;3;1;3;2;0;1;0;0
R1203;22-9-2015;14:42;47;0;0;0;0;0;0;0;0
R1205;22-9-2015;14:48;90;4;1;2;6;0;0;0;0
R1207;22-9-2015;14:52;0;1;0;2;0;2;0;0;0
R1209;22-9-2015;14:57;29;1;0;1;1;0;0;0;0
R1211;22-9-2015;15:01;35;0;0;1;0;0;0;0;0
R1213;22-9-2015;15:06;0;0;0;0;0;5;0;0;0
R1215;22-9-2015;15:10;32;2;1;1;0;1;0;0;0
R1217;22-9-2015;15:14;15;5;1;1;3;3;0;0;0
R1219;22-9-2015;15:19;13;0;0;0;1;7;0;0;0
R1221;22-9-2015;15:23;10;0;0;0;0;0;0;0;0
R1223;22-9-2015;15:27;25;0;0;0;0;0;0;0;0
R1225;22-9-2015;15:32;0;1;0;0;0;0;0;0;0
R1227;22-9-2015;15:36;15;1;0;0;0;0;0;0;0
R1229;22-9-2015;15:40;23;0;1;0;1;0;0;0;0
R1231;22-9-2015;15:45;0;0;0;0;1;0;0;0;0
R1233;22-9-2015;15:49;17;2;0;0;0;0;0;0;0
R1235;22-9-2015;15:53;21;0;0;3;1;2;0;1;0
R1237;22-9-2015;15:58;14;3;0;0;0;0;0;0;0
R1239;22-9-2015;16:02;7;0;0;0;0;0;0;0;0
R1241;22-9-2015;16:06;9;1;4;1;0;0;0;0;0
R1243;22-9-2015;16:11;16;0;0;0;0;1;1;0;0
R1245;22-9-2015;16:15;11;0;1;1;0;0;0;0;0
R1247;22-9-2015;16:19;31;0;0;0;2;0;0;0;0
R1249;22-9-2015;16:24;21;0;0;1;2;3;0;0;0
R1251;22-9-2015;16:28;8;2;1;0;3;0;0;0;0
R1253;22-9-2015;16:32;0;2;1;2;2;1;0;0;0
R1255;22-9-2015;16:37;24;0;0;0;1;5;0;0;0
R1257;22-9-2015;16:41;22;2;0;0;0;0;0;0;0
R1259;22-9-2015;16:45;25;0;1;2;1;0;1;0;0
R1261;22-9-2015;16:50;30;2;0;1;3;3;0;3;0
R1263;22-9-2015;16:54;0;1;0;0;0;12;0;0;0
R1265;22-9-2015;16:58;22;6;0;1;2;0;0;0;0
R1267;22-9-2015;17:03;2;1;2;0;2;0;1;0;0
R1269;22-9-2015;17:07;18;2;1;1;0;20;0;0;0
R1271;22-9-2015;17:11;6;0;0;0;2;0;0;0;0
R1273;22-9-2015;17:16;16;0;0;4;3;0;0;0;0
R1275;22-9-2015;17:20;12;2;2;0;0;0;0;0;0
R1277;22-9-2015;17:24;29;1;0;1;1;0;0;0;0
R1279;22-9-2015;17:29;15;1;0;1;1;0;0;0;0
R1283;22-9-2015;17:37;12;1;0;1;0;0;0;0;0
R1285;22-9-2015;17:42;41;0;0;0;1;0;0;0;0
R1287;22-9-2015;17:46;35;0;0;0;2;0;0;0;0
R1289;22-9-2015;17:51;20;0;0;1;1;0;0;0;0
R1291;22-9-2015;17:56;40;0;1;0;0;0;0;0;0
R1293;22-9-2015;18:01;17;0;0;1;0;0;0;0;0
R1295;22-9-2015;18:10;11;0;1;1;2;2;0;0;0
R1297;22-9-2015;18:24;46;1;1;2;1;0;0;1;0
R1299;22-9-2015;18:39;23;2;1;2;1;0;0;0;0
R1301;22-9-2015;18:50;45;4;2;0;0;0;0;0;0
R1303;22-9-2015;19:09;47;3;0;0;1;0;0;0;0
R1305;22-9-2015;19:24;29;1;0;0;3;0;0;0;0
R1307;22-9-2015;19:37;15;0;1;2;0;0;0;0;0
R1309;22-9-2015;19:52;17;2;1;2;2;0;0;0;0
R1311;22-9-2015;20:07;25;0;0;0;0;0;0;0;0
R1313;22-9-2015;20:22;1;1;0;0;0;0;0;0;0
R1315;22-9-2015;20:37;0;0;0;0;0;0;0;0;0
R1317;22-9-2015;20:52;5;0;0;0;0;0;0;0;0
R1319;22-9-2015;21:07;0;0;0;0;2;0;0;0;0
R1001;23-9-2015;6:10;4;0;0;0;0;2;0;0;0
R1003;23-9-2015;6:30;30;3;2;2;1;0;0;0;0
R1005;23-9-2015;6:42;37;1;1;0;1;0;0;0;0
R1007;23-9-2015;6:55;39;1;2;4;0;1;0;0;0
R1009;23-9-2015;7:05;0;27;0;2;0;0;0;0;0
R1011;23-9-2015;7:14;46;3;1;1;1;0;0;0;0
R1013;23-9-2015;7:21;56;0;0;0;2;0;0;0;0
R1015;23-9-2015;7:26;60;1;1;1;3;0;0;0;0
R1017;23-9-2015;7:31;0;77;0;1;1;0;0;0;0
R1019;23-9-2015;7:36;50;0;0;0;1;0;0;0;0
R1021;23-9-2015;7:40;0;54;0;0;0;0;0;0;0
R1023;23-9-2015;7:44;56;55;0;2;0;0;0;0;0
R1025;23-9-2015;7:48;0;65;0;0;5;1;0;0;0
R1027;23-9-2015;7:52;115;0;0;0;0;0;0;0;0
R1029;23-9-2015;7:57;99;60;0;2;0;0;0;0;0
R1031;23-9-2015;8:01;108;2;3;2;0;1;0;0;0
R1033;23-9-2015;8:05;33;0;1;2;0;0;0;0;0
R1035;23-9-2015;8:09;124;1;3;1;2;0;0;0;0
R1037;23-9-2015;8:14;151;0;2;0;1;0;0;0;0
R1039;23-9-2015;8:18;300;1;0;1;0;1;0;0;0
R1041;23-9-2015;8:22;237;6;2;3;0;0;0;0;0
R1043;23-9-2015;8:26;256;102;0;0;5;1;0;0;0
R1045;23-9-2015;8:30;189;13;3;1;1;2;0;0;0
R1047;23-9-2015;8:35;369;10;1;2;3;1;0;1;0
R1049;23-9-2015;8:39;187;1;5;0;4;1;0;0;0
R1051;23-9-2015;8:43;75;3;0;5;3;1;0;0;0
R1053;23-9-2015;8:47;154;4;5;0;0;0;0;0;0
R1055;23-9-2015;8:52;91;1;2;2;5;1;0;0;0
R1057;23-9-2015;8:56;135;0;2;0;0;0;0;0;0
R1059;23-9-2015;9:00;110;5;0;0;0;0;0;0;0
R1061;23-9-2015;9:05;113;1;4;3;1;1;0;1;0
R1063;23-9-2015;9:09;0;0;1;1;0;0;0;0;0
R1065;23-9-2015;9:14;85;0;0;3;0;0;0;0;0
R1067;23-9-2015;9:19;98;0;0;1;2;2;0;0;0
R1069;23-9-2015;9:24;0;0;0;0;2;0;0;0;0
R1071;23-9-2015;9:28;92;2;2;2;3;0;0;0;0
R1073;23-9-2015;9:33;156;0;0;2;0;0;0;0;0
R1075;23-9-2015;9:38;171;1;2;2;0;0;0;0;0
R1077;23-9-2015;9:43;151;1;0;0;4;0;0;0;0
R1079;23-9-2015;9:48;55;1;1;3;0;1;0;0;0
R1081;23-9-2015;9:52;0;1;0;0;3;0;0;0;0
R1083;23-9-2015;9:57;163;6;2;0;0;0;0;0;0
R1085;23-9-2015;10:02;128;1;0;3;1;0;0;0;0
R1087;23-9-2015;10:07;94;0;2;3;1;0;0;0;0
R1089;23-9-2015;10:11;95;3;0;1;1;0;0;0;0
R1091;23-9-2015;10:16;0;4;0;1;1;1;0;0;0
R1093;23-9-2015;10:21;122;2;2;1;0;0;0;0;0
R1095;23-9-2015;10:26;214;3;0;0;0;0;0;0;0
R1097;23-9-2015;10:31;171;5;0;0;7;0;0;0;0
R1099;23-9-2015;10:35;61;0;3;4;11;0;0;0;0
R1101;23-9-2015;10:40;102;10;3;3;2;1;1;0;0
R1103;23-9-2015;10:45;90;1;1;1;0;1;0;1;0
R1105;23-9-2015;10:50;56;2;3;2;0;0;0;0;0
R1107;23-9-2015;10:54;70;2;0;0;2;3;0;0;0
R1109;23-9-2015;10:59;0;0;0;0;0;0;0;0;0
R1111;23-9-2015;11:04;42;0;2;1;0;1;0;0;0
R1113;23-9-2015;11:09;75;0;2;2;4;0;0;0;0
R1115;23-9-2015;11:14;50;0;0;0;0;0;0;0;0
R1117;23-9-2015;11:18;1;0;0;0;1;0;0;0;0
R1119;23-9-2015;11:23;134;1;1;2;3;0;0;0;0
R1121;23-9-2015;11:28;44;0;0;0;0;0;0;0;0
R1123;23-9-2015;11:33;66;2;1;2;0;0;0;0;0
R1125;23-9-2015;11:37;21;3;2;0;6;0;0;0;0
R1127;23-9-2015;11:42;0;2;0;1;0;0;0;0;0
R1129;23-9-2015;11:47;38;1;0;0;0;0;0;0;0
R1131;23-9-2015;11:52;91;2;0;0;0;0;0;0;0
R1133;23-9-2015;11:57;49;2;0;1;0;0;1;0;0
R1135;23-9-2015;12:01;0;0;0;0;0;0;0;0;0
R1137;23-9-2015;12:06;124;5;0;0;4;0;0;0;0
R1139;23-9-2015;12:11;69;2;0;0;0;0;0;0;0
R1141;23-9-2015;12:16;46;0;1;1;0;0;0;0;0
R1143;23-9-2015;12:20;41;1;1;4;0;0;0;0;0
R1145;23-9-2015;12:25;22;0;1;0;0;0;0;0;0
R1147;23-9-2015;12:30;67;1;1;1;5;1;2;0;0
R1149;23-9-2015;12:35;198;2;1;3;6;0;0;1;0
R1151;23-9-2015;12:40;63;1;3;5;0;2;0;0;0
R1153;23-9-2015;12:44;0;3;3;0;1;2;1;0;0
R1155;23-9-2015;12:49;165;4;3;3;2;1;0;0;0
R1157;23-9-2015;12:54;40;0;0;0;0;0;0;0;0
R1159;23-9-2015;12:59;15;2;0;4;1;1;0;0;0
R1161;23-9-2015;13:03;42;0;0;1;0;0;0;0;0
R1163;23-9-2015;13:08;25;1;2;0;5;1;0;0;0
R1165;23-9-2015;13:13;59;2;1;1;0;0;0;0;0
R1167;23-9-2015;13:18;55;1;1;0;1;0;0;0;0
R1169;23-9-2015;13:23;14;0;0;1;2;1;0;0;0
R1171;23-9-2015;13:27;30;1;3;0;0;1;0;0;0
R1173;23-9-2015;13:32;77;2;0;0;1;0;0;0;0
R1175;23-9-2015;13:37;20;1;0;0;2;0;0;0;0
R1177;23-9-2015;13:42;3;2;0;0;0;0;0;0;0
R1179;23-9-2015;13:46;24;0;2;0;1;1;0;0;0
R1181;23-9-2015;13:51;14;0;0;0;0;0;0;0;0
R1183;23-9-2015;13:56;25;0;1;0;0;0;0;0;0
R1185;23-9-2015;14:01;39;1;0;1;0;0;1;0;0
R1187;23-9-2015;14:06;29;0;3;0;1;0;0;0;0
R1189;23-9-2015;14:10;0;0;0;0;2;0;0;0;0
R1191;23-9-2015;14:15;65;0;0;0;0;0;0;0;0
R1193;23-9-2015;14:20;14;0;1;2;1;0;0;0;0
R1195;23-9-2015;14:25;5;0;0;2;0;0;0;0;0
R1197;23-9-2015;14:29;17;0;0;0;1;0;0;0;0
R1199;23-9-2015;14:34;15;0;0;0;0;0;0;0;0
R1201;23-9-2015;14:39;43;5;0;0;0;0;0;0;0
R1203;23-9-2015;14:42;49;0;0;0;0;2;0;0;0
R1205;23-9-2015;14:48;24;3;5;1;4;0;0;0;0
R1207;23-9-2015;14:52;0;5;0;1;1;0;0;0;0
R1209;23-9-2015;14:57;44;0;1;3;1;0;0;0;0
R1211;23-9-2015;15:01;8;1;0;1;0;0;0;0;0
R1213;23-9-2015;15:06;14;2;1;1;1;1;0;0;0
R1215;23-9-2015;15:10;4;0;1;1;0;0;0;0;0
R1217;23-9-2015;15:14;0;0;0;0;0;1;0;0;0
R1219;23-9-2015;15:19;28;1;3;0;0;0;0;0;0
R1221;23-9-2015;15:23;24;1;0;0;0;0;0;0;0
R1223;23-9-2015;15:27;12;2;0;0;0;1;0;0;0
R1225;23-9-2015;15:32;2;0;0;1;0;0;0;0;0
R1227;23-9-2015;15:36;33;0;0;0;0;3;1;0;0
R1229;23-9-2015;15:40;14;1;0;1;0;0;0;0;0
R1231;23-9-2015;15:45;0;1;0;2;0;0;0;0;0
R1233;23-9-2015;15:49;8;3;0;2;0;0;0;0;0
R1235;23-9-2015;15:53;13;0;0;0;0;0;0;0;0
R1237;23-9-2015;15:58;9;0;0;1;0;0;0;0;0
R1239;23-9-2015;16:02;21;0;0;0;1;0;0;0;0
R1241;23-9-2015;16:06;8;2;0;0;2;0;0;0;0
R1243;23-9-2015;16:11;0;0;1;1;1;1;0;0;0
R1245;23-9-2015;16:15;9;0;0;0;0;0;0;0;0
R1247;23-9-2015;16:19;2;1;0;0;0;0;0;0;0
R1249;23-9-2015;16:24;36;3;0;2;0;1;0;0;0
R1251;23-9-2015;16:28;29;0;0;1;0;0;0;0;0
R1253;23-9-2015;16:32;0;0;0;2;0;1;0;0;0
R1255;23-9-2015;16:37;3;2;0;1;1;0;1;0;0
R1257;23-9-2015;16:41;32;1;4;0;1;0;0;0;0
R1259;23-9-2015;16:45;37;0;0;0;2;0;0;0;0
R1261;23-9-2015;16:50;0;0;1;2;2;0;0;0;0
R1263;23-9-2015;16:54;18;1;0;0;1;2;0;0;0
R1265;23-9-2015;16:58;6;5;0;0;0;2;0;0;0
R1267;23-9-2015;17:03;26;4;0;0;0;0;0;0;0
R1271;23-9-2015;17:11;0;0;0;0;1;2;0;0;0
R1273;23-9-2015;17:16;17;0;0;0;0;0;0;0;0
R1275;23-9-2015;17:20;19;3;0;1;1;0;0;0;0
R1277;23-9-2015;17:24;12;1;0;0;0;0;0;0;0
R1279;23-9-2015;17:29;18;0;0;1;1;1;1;0;0
R1281;23-9-2015;17:33;11;0;0;0;1;0;0;0;0
R1283;23-9-2015;17:37;13;1;1;0;1;0;0;0;0
R1285;23-9-2015;17:42;42;3;0;0;0;0;0;0;0
R1287;23-9-2015;17:46;6;0;0;0;0;0;0;0;0
R1289;23-9-2015;17:51;0;0;1;1;1;0;0;0;0
R1291;23-9-2015;17:56;23;0;1;2;1;1;0;0;0
R1293;23-9-2015;18:01;62;0;0;1;0;0;0;0;0
R1295;23-9-2015;18:10;0;0;1;0;1;1;0;0;0
R1297;23-9-2015;18:24;42;1;2;4;0;0;0;0;0
R1299;23-9-2015;18:39;34;0;1;0;0;0;0;0;0
R1301;23-9-2015;18:50;39;1;0;1;0;0;0;0;0
R1303;23-9-2015;19:09;19;0;1;3;0;0;0;0;0
R1305;23-9-2015;19:24;22;0;0;0;0;0;0;0;0
R1307;23-9-2015;19:37;23;0;1;1;0;0;0;0;0
R1309;23-9-2015;19:52;22;0;0;0;0;0;0;0;0
R1311;23-9-2015;20:07;11;0;0;0;0;0;0;0;0
R1313;23-9-2015;20:22;10;2;1;0;0;0;0;0;0
R1315;23-9-2015;20:37;16;0;0;0;0;0;0;0;0
R1317;23-9-2015;20:52;9;0;0;1;0;0;0;0;0
R1319;23-9-2015;21:07;10;0;0;0;0;0;0;0;0
R1001;24-9-2015;6:10;6;0;0;0;0;0;0;0;0
R1003;24-9-2015;6:30;44;2;1;2;0;1;0;0;0
R1005;24-9-2015;6:42;0;48;1;0;1;0;0;0;0
R1007;24-9-2015;6:55;45;1;2;4;2;0;0;0;0
R1009;24-9-2015;7:05;24;1;1;1;0;0;0;0;0
R1011;24-9-2015;7:14;52;2;0;2;1;0;0;0;0
R1013;24-9-2015;7:21;65;3;0;1;0;0;0;0;0
R1015;24-9-2015;7:26;71;1;1;0;4;0;0;0;0
R1017;24-9-2015;7:31;152;5;0;1;0;0;0;0;0
R1019;24-9-2015;7:36;63;0;1;0;1;0;0;0;0
R1021;24-9-2015;7:40;25;1;0;0;1;0;0;0;0
R1023;24-9-2015;7:44;0;1;1;1;0;0;0;0;0
R1025;24-9-2015;7:48;104;4;1;3;1;1;0;0;0
R1027;24-9-2015;7:52;0;83;0;2;1;0;0;0;0
R1029;24-9-2015;7:57;116;1;0;0;0;0;0;0;0
R1031;24-9-2015;8:01;202;1;0;3;0;0;0;0;0
R1033;24-9-2015;8:05;97;3;2;1;0;0;0;0;0
R1035;24-9-2015;8:09;0;0;2;2;1;0;0;0;0
R1037;24-9-2015;8:14;122;1;4;1;1;0;0;0;0
R1039;24-9-2015;8:18;216;4;1;2;6;0;0;0;0
R1041;24-9-2015;8:22;237;2;4;3;0;0;1;0;0
R1043;24-9-2015;8:26;234;1;1;0;6;0;0;0;0
R1045;24-9-2015;8:30;406;8;0;3;1;1;0;0;0
R1047;24-9-2015;8:35;218;2;5;2;8;2;0;0;0
R1049;24-9-2015;8:39;210;3;2;0;0;0;0;0;0
R1051;24-9-2015;8:43;231;124;3;8;4;0;1;1;0
R1053;24-9-2015;8:47;120;3;1;0;1;1;0;0;0
R1055;24-9-2015;8:52;0;0;0;0;4;2;0;0;0
R1057;24-9-2015;8:56;46;0;0;1;0;0;0;0;0
R1059;24-9-2015;9:00;114;0;1;0;0;0;0;0;0
R1061;24-9-2015;9:05;186;2;2;0;7;0;0;0;0
R1063;24-9-2015;9:09;114;4;1;0;1;0;0;0;0
R1065;24-9-2015;9:14;53;1;1;2;0;1;0;0;0
R1067;24-9-2015;9:19;23;91;1;1;0;0;0;0;0
R1069;24-9-2015;9:24;72;0;0;1;0;0;0;0;0
R1071;24-9-2015;9:28;43;0;0;1;3;0;1;0;0
R1073;24-9-2015;9:33;3;0;4;2;0;0;0;0;0
R1075;24-9-2015;9:38;93;1;1;3;4;0;0;0;0
R1077;24-9-2015;9:43;100;3;0;3;2;0;0;0;0
R1079;24-9-2015;9:48;162;1;2;0;0;0;1;0;0
R1081;24-9-2015;9:52;44;1;1;0;1;0;0;0;0
R1083;24-9-2015;9:57;96;0;0;0;0;0;0;0;0
R1085;24-9-2015;10:02;188;6;0;0;0;0;0;0;0
